번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
1,등록체육시설업,10_31_03_P,6440000,3.02E+14,20161201,,1,영업/정상,1,영업,,,,,419340100,,,충청남도 보령시 남포면 양항리 645번지 3호,충청남도 보령시 남포면 개목수리섬길 196,,에스앤골프리조트,2.02E+13,U,40:00.0,,159694.119,309693.9247,골프장,,,,3,1910.45,,,
2,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070601,,1,영업/정상,1,영업,,,,,,0,,충청남도 연기군 전의면 유천리 155번지,충청남도 연기군 전의면 운주산로 1510,,IMG National 컨트리클럽,2.01E+13,I,59:59.0,,,,골프장,,,,,10220.24,1994,회원제,
3,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070725,,1,영업/정상,1,영업,,,,,,,,충청남도 공주시 정안면 인풍리 331번지,충청남도 공주시 정안면 방자들길 81-50,,프린세스 골프클럽,2.02E+13,U,40:00.0,,210242.5037,349859.5216,골프장,,,,5,4426.27,,정규대중,공주개발주식회사
4,등록체육시설업,10_31_03_P,6440000,3.02E+14,20080414,,1,영업/정상,1,영업,,,,,,,,충청남도 당진군 송산면 무수리 458번지 1호,충청남도 당진시 송산면 무수들길 90,,파인스톤컨트리클럽,2.02E+13,U,40:00.0,,170297.228,384469.311,골프장,,,,4,10797.15,,없음,
5,등록체육시설업,10_31_03_P,6440000,3.02E+14,20081211,,1,영업/정상,1,영업,,,,,,,,충청남도 부여군 은산면 나령리 산 3번지 1호,충청남도 부여군 은산면 충절로 3734-82,,나령대중골프장,2.01E+13,I,59:59.0,,181568.7016,316264.7536,골프장,,,,4,6024.63,0,없음,
6,등록체육시설업,10_31_03_P,6440000,3.02E+14,20081224,,1,영업/정상,1,영업,,,,,,,,충청남도 서산시 대산읍 화곡리 산 4번지 1호,충청남도 서산시 대산읍 삼길포7로 6,,윈체스트컨트리클럽 서산,2.02E+13,I,59:59.0,,150562.2719,387817.4795,골프장,,,,3,6224.12,600,없음,
7,등록체육시설업,10_31_03_P,6440000,3.02E+14,20081224,,1,영업/정상,1,영업,,,,,,,,충청남도 서산시 대산읍 화곡리 산 4번지 1호,충청남도 서산시 대산읍 삼길포7로 6,,서산수골프앤리조트,2.02E+13,I,59:59.0,,150562.2719,387817.4795,골프장,,,,3,6224.12,600,없음,
8,등록체육시설업,10_31_03_P,6440000,3.02E+14,20091016,,1,영업/정상,1,영업,,,,,,,,충청남도 아산시 영인면 신현리 산 33번지,충청남도 아산시 염치읍 영인산로 440,,주식회사 단톡,2.02E+13,U,40:00.0,,192858.6097,371331.1035,골프장,,,,8,15586.86,1030,없음,
9,등록체육시설업,10_31_03_P,6440000,3.02E+14,20091125,,1,영업/정상,1,영업,,,,,,0,,충청남도 천안시 동남구 북면 운용리 489번지,충청남도 천안시 동남구 북면 납안5길 74,,마론컨트리클럽,2.02E+13,I,59:59.0,,222938.3314,374055.8628,골프장,,,,,0,,회원제,(주)마론
10,등록체육시설업,10_31_03_P,6440000,3.02E+14,20100303,,1,영업/정상,1,영업,,,,,,0,,충청남도 공주시 의당면 청룡리 220번지 2호,충청남도 공주시 의당면 신성말길 67-38,,골드리버cc,2.01E+13,I,59:59.0,,214543.2247,333619.7366,골프장,,,,4,1941.68,,간이,주식회사 웅진
11,등록체육시설업,10_31_03_P,6440000,3.02E+14,20100303,,1,영업/정상,1,영업,,,,,418567100,,,충청남도 공주시 의당면 청룡리 220번지 2호,충청남도 공주시 의당면 신성말길 67-38,,골드리버cc,2.01E+13,I,59:59.0,,214543.2247,333619.7366,골프장,,,,4,1941.68,,,
12,등록체육시설업,10_31_03_P,6440000,3.02E+14,20100720,,1,영업/정상,1,영업,,,,,416718000,,,충청남도 태안군 근흥면 정죽리 386번지 1호,충청남도 태안군 근흥면 정산포로 217,,골든베이골프&리조트,2.02E+13,U,40:00.0,,125959.3747,356945.5997,골프장,,,,5,7910.23,990,,
13,등록체육시설업,10_31_03_P,6440000,3.02E+14,20101123,,1,영업/정상,1,영업,,,,,417362580,,,충청남도 논산시 상월면 대우리 266번지 7호,충청남도 논산시 상월면 선비로 1079,,더힐컨트리클럽,2.01E+13,I,59:59.0,,215139.6367,308381.8898,골프장,,,,3,2124.09,,,
14,등록체육시설업,10_31_03_P,6440000,3.02E+14,20101231,,1,영업/정상,1,영업,,,,,416235522,,,충청남도 천안시 동남구 북면 납안리 529번지 뉴데이컨트리클럽,충청남도 천안시 동남구 북면 납안5길 74 (뉴데이컨트리클럽),,뉴데이컨트리클럽,2.02E+13,U,40:00.0,,222440.5592,373649.1156,골프장,,,,6,5600.46,1150,,
15,등록체육시설업,10_31_03_P,6440000,3.02E+14,20110412,,1,영업/정상,1,영업,,,,,419393700,,,충청남도 보령시 명천동 765번지 45호,충청남도 보령시 옥마벚길 64 (명천동),,보령베이스컨트리클럽,2.02E+13,U,40:00.0,,165979.095,314205.8196,골프장,,,,8,4957.93,0,,
16,등록체육시설업,10_31_03_P,6440000,3.02E+14,20110930,,1,영업/정상,1,영업,,,,,,,,충청남도 당진군 신평면 도성리 산 130번지 1호,충청남도 당진시 신평면 계명길 33,,파나시아골프클럽,2.02E+13,I,59:59.0,,181629.741,376089.1632,골프장,,,,5,3841.35,0,없음,
17,등록체육시설업,10_31_03_P,6440000,3.02E+14,20120924,,1,영업/정상,1,영업,,,,,419391170,,,충청남도 부여군 규암면 합정리 578번지,충청남도 부여군 규암면 백제문로 400,,(주)호텔롯데 스카이힐 부여 CC,2.02E+13,U,40:00.0,,191011.9948,311472.3716,골프장,,,,5,5950.97,,,
18,등록체육시설업,10_31_03_P,6440000,3.02E+14,20140613,,1,영업/정상,1,영업,,,,,418589667,,,,충청남도 공주시 계룡면 아랫난댕이길 17,,계룡산골프장,2.01E+13,I,59:59.0,,216488.4873,322978.008,골프장,,,,1,712,,,
19,등록체육시설업,10_31_03_P,6440000,3.02E+14,20150714,,1,영업/정상,1,영업,,,,,,,,충청남도 공주시 계룡면 내흥리 28번지 1호,,,계룡산골프장,2.02E+13,U,38:02.0,,,,골프장,,,,2,712,,,
20,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070223,,1,영업/정상,1,영업,,,,,,0,,충청남도 금산군 진산면 행정리 산 473번지 5호,충청남도 금산군 진산면 살구정길 167,,에딘버러 컨트리클럽,2.02E+13,I,59:59.0,,229245.6077,294893.8606,골프장,,,,,55704.77,,회원제,
21,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070223,,1,영업/정상,1,영업,,,,,,0,,충청남도 천안시 병천면 매성리 산 27번지 24호,충청남도 천안시 동남구 병천면 매성2길 103,,골프존카운티 천안,2.02E+13,U,40:00.0,,227185.2651,366929.6515,골프장,,,,5,9686.48,,회원제,
22,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070223,,1,영업/정상,1,영업,,,,,,0,,충청남도 태안군 근흥면 정죽리 2259번지 1호,충청남도 태안군 근흥면 갈음이길 77,,스톤비치 컨트리클럽,2.02E+13,U,40:00.0,,124998.2737,354752.9206,골프장,,,,5,7928.81,1138,회원제,리치빌개발(주) 대표 차상봉
23,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070223,,1,영업/정상,1,영업,,,,,,0,,충청남도 아산시 선장면 신성리 113번지 8호,충청남도 아산시 선장면 삼봉산길 188,,(주)도고칸트리구락부,2.02E+13,U,40:00.0,,190151.9665,364069.9691,골프장,,,,,4849.77,1044,회원제,(주)도고칸트리구락부
24,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070307,,1,영업/정상,1,영업,,,,,,0,,충청남도 천안시 동남구 목천읍 운전리 401번지,충청남도 천안시 동남구 목천읍 충절로 1048-68,,우정힐스컨트리클럽,2.02E+13,I,59:59.0,,219994.6324,362843.1308,골프장,,,,,6730.12,,회원제,
25,등록체육시설업,10_31_03_P,6440000,3.02E+14,20070307,,1,영업/정상,1,영업,,,,,,0,,충청남도 천안시 수신면 장산리 669번지 1호,충청남도 천안시 동남구 수신면 수신로 576,,천안상록골프장,2.02E+13,U,40:00.0,,225693.412,359978.5512,골프장,,,,,6764.38,,정규대중,
26,등록체육시설업,10_31_03_P,6420000,3.02E+14,20120626,,1,영업/정상,1,영업,,,,,,,,강원도 고성군 토성면 원암리 산 100번지,강원도 고성군 토성면 미시령옛길 1153,,델피노 컨트리클럽,2.02E+13,U,40:00.0,,331061.7503,524387.974,골프장,,,0,1,4696.84,0,없음,
27,등록체육시설업,10_31_03_P,6420000,3.02E+14,20080225,,1,영업/정상,1,영업,,,,,,0,,강원도 고성군 토성면 원암리 산 95번지 2호,강원도 고성군 토성면 미시령옛길 1153,,대명설악컨트리클럽,2.02E+13,I,38:06.0,,331061.7503,524088.1631,골프장,,,0,4,1789.1,0,일반대중,(주)대명레저산업
28,등록체육시설업,10_31_03_P,6420000,3.02E+14,20130916,,1,영업/정상,1,영업,,,,,,,,강원도 홍천군 서면 팔봉리 산 277번지,강원도 홍천군 서면 한치골길 541-123,,소노펠리체 컨트리클럽,2.02E+13,U,40:00.0,,260556.4382,463261.8543,골프장,,,0,4,10076.48,0,없음,
29,등록체육시설업,10_31_03_P,6470000,3.02E+14,20190124,,1,영업/정상,1,영업,,,,,,0,,경상북도 경주시 북군동 2번지 1호,"경상북도 경주시 보문로 182-14, 1동 1층 1호 (북군동,보문컨트리클럽)",,보문골프클럽,2.02E+13,I,21:01.0,,405420.3953,264560.8804,골프장,,,,,7460,,,
30,등록체육시설업,10_31_03_P,6470000,3.02E+14,20190311,,1,영업/정상,1,영업,,,,,,0,,경상북도 경주시 천군동 30번지 4호 블루원보문컨트리클럽,"경상북도 경주시 보불로 391-0 (천군동,블루원보문컨트리클럽)",,디아너스컨트리클럽,2.02E+13,U,40:00.0,,407557.7661,260631.049,골프장,,,,,15102.45,,,
31,등록체육시설업,10_31_03_P,6470000,3.02E+14,20190415,,1,영업/정상,1,영업,,,,,549505300,,,경상북도 고령군 대가야읍 지산리 120번지 0호 가야대학교,경상북도 고령군 대가야읍 대가야로 1103-0 (가야대학교),,대가야컨트리클럽,2.02E+13,U,40:00.0,,313855.9944,248277.9599,골프장,,,,,7367.03,,,
32,등록체육시설업,10_31_03_P,6300000,3.02E+14,20060614,,1,영업/정상,1,영업,,,,,,0,,대전광역시 유성구 전민동 463번지 0호 연구단지체육공원 3동,"대전광역시 유성구 유성대로1689번길 69-0, 1층 (전민동,연구단지체육공원)",,대덕복지센터,2.02E+13,U,40:00.0,,235461.0224,322641.4097,골프장,,,,3,2371.71,0,일반대중,과학기술인공제회 부설 대덕복지센터
33,등록체육시설업,10_31_03_P,6300000,3.02E+14,20060621,,1,영업/정상,1,영업,,,,,,0,,대전광역시 유성구 덕명동 215번지 7호,대전광역시 유성구 현충원로 200 (덕명동),,유성컨트리클럽,2.02E+13,U,40:00.0,,226036.1062,317135.1086,골프장,,,,22,100671.27,1800,회원제,유성관광(주)
34,등록체육시설업,10_31_03_P,6300000,3.02E+14,20090401,,1,영업/정상,1,영업,,,,,,,,대전광역시 유성구 용산동 676번지 0호,"대전광역시 유성구 테크노중앙로 210-0, 1동 (용산동,한미르대덕밸리컨트리클럽)",,한미르대덕밸리 컨트리클럽,2.02E+13,U,40:00.0,,235927.3341,324295.6197,골프장,,,,6,14098,0,일반대중,금실레져산업(주)
35,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080923,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 영평동 2238번지 2호,제주특별자치도 제주시 516로 2695 (영평동),,제주컨트리클럽,2.02E+13,U,40:00.0,,160548.1945,-7514.392672,골프장,,,,,3604.55,,정규대중,
36,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080923,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 색달동 3125번지 1호,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),,중문골프클럽,2.02E+13,I,21:11.0,,145051.0107,-27188.4667,골프장,,,,,4212.4,,정규대중,
37,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080923,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 광평리 산 125번지,제주특별자치도 서귀포시 안덕면 평화로 1241,,캐슬렉스제주GC,2.02E+13,U,40:00.0,,139706.3361,-17467.59675,골프장,,,,,5921.83,,회원제,
38,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 조천읍 북촌리 산 65번지,제주특별자치도 제주시 조천읍 북선로 125,,크라운CC,2.02E+13,I,21:11.0,,171678.4034,3617.381941,골프장,,,,,5654.59,,회원제,
39,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 상천리 산 545번지 5호,제주특별자치도 서귀포시 안덕면 산록남로 863,,핀크스GC,2.02E+13,I,21:11.0,,143448.7044,-20893.286,골프장,,,,,892.45,,일반대중,
40,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 상천리 산 62번지 3호,제주특별자치도 서귀포시 안덕면 산록남로 863,,핀크스GC,2.02E+13,I,21:11.0,,142871.3903,-19869.23444,골프장,,,,,58657.02,,회원제,
41,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 광평리 산 15번지,제주특별자치도 서귀포시 안덕면 광평로 34-156,,나인브릿지골프클럽(회원제),2.02E+13,U,40:00.0,,144333.1647,-17007.49338,골프장,,,,,21926.57,,회원제,
42,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 중문동 산 49번지,제주특별자치도 서귀포시 산록남로 1391 (중문동),,레이크힐스CC,2.02E+13,I,21:11.0,,147372.1874,-21438.57838,골프장,,,,,9163,,회원제,
43,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 회천동 산 5번지,제주특별자치도 제주시 명림로 575-107 (회천동),,봉개프라자컨트리클럽,2.02E+13,U,40:00.0,,166285.3655,-5257.144413,골프장,,,,,1397,,일반대중,
44,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 한경면 저지리 산 18번지,제주특별자치도 제주시 한경면 용금로 998,,라온GC,2.02E+13,U,40:00.0,,132454.1751,-17123.65872,골프장,,,,,14940.51,,회원제,
45,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 봉성리 산 16번지,제주특별자치도 서귀포시 안덕면 광평로 34-156,,나인브릿지컨트리클럽,2.02E+13,U,40:00.0,,144777.1144,-17901.99997,골프장,,,,,270,,일반대중,
46,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 어음리 산 17번지,제주특별자치도 제주시 애월읍 평화로 1738-116,,엘리시안컨트리클럽,2.02E+13,I,21:11.0,,142536.3953,-13898.54962,골프장,,,,,23177.72,,회원제,
47,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080923,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 오라이동 289번지,제주특별자치도 제주시 오라남로 130-16 (오라이동),,골프존카운티 오라 (회원제),2.02E+13,U,40:00.0,,154812.4515,-4880.704961,골프장,,,,12,4504.37,,회원제,
48,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 봉성리 산 5번지,제주특별자치도 제주시 애월읍 화전길 201,,타미우스 컨트리클럽,2.02E+13,U,40:00.0,,142971.697,-16222.62514,골프장,,,,,11432.39,,회원제,
49,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 한림읍 금악리 산 67번지 1호,제주특별자치도 제주시 한림읍 한창로 925-122,,블랙스톤,2.01E+13,I,21:11.0,,135891.0021,-17368.45483,골프장,,,,,7106.26,,회원제,
50,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 표선면 가시리 280번지 3호 샤인빌골프장,제주특별자치도 서귀포시 표선면 가시로 384-0 (샤인빌골프장),,샤인빌파크컨트리클럽,2.02E+13,U,40:00.0,,180207.5871,-16707.17891,골프장,,,,,2028.02,,일반대중,
51,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 어음리 3914번지 1호,제주특별자치도 제주시 애월읍 평화로 1738-116,,엘리시안CC,2.02E+13,U,40:00.0,,141516.8165,-13215.96017,골프장,,,,,95.78,,일반대중,
52,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 한림읍 금악리 산 67번지 1호,제주특별자치도 제주시 한림읍 한창로 925-122,,블랙스톤,2.01E+13,I,21:11.0,,135891.0021,-17368.45483,골프장,,,,,110.28,,일반대중,
53,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 표선면 성읍리 3196번지 1호,제주특별자치도 서귀포시 표선면 번영로 2300,,사이프러스,2.02E+13,U,40:00.0,,176080.7917,-9717.548232,골프장,,,,,7999.12,,회원제,
54,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 조천읍 와흘리 산 28번지,제주특별자치도 제주시 조천읍 번영로 1040-70,,그린필드 컨트리클럽,2.02E+13,U,40:00.0,,167157.9614,-3627.198049,골프장,,,,,6269.65,,회원제,
55,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 표선면 성읍리 3196번지 1호,제주특별자치도 서귀포시 표선면 번영로 2300,,사이프러스,2.02E+13,I,21:11.0,,176080.7917,-9717.548232,골프장,,,,,89.64,,일반대중,
56,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 어음리 산 35번지,제주특별자치도 제주시 애월읍 평화로 1693-75,,에버리스컨트리클럽,2.01E+13,I,21:11.0,,140641.1614,-12983.80635,골프장,,,,,7471.4,,회원제,
57,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 애월읍 어음리 산 35번지,제주특별자치도 제주시 애월읍 평화로 1693-75,,에버리스CC,2.01E+13,I,21:11.0,,140641.1614,-12983.80635,골프장,,,,,106.22,,일반대중,
58,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 봉개동 237번지 5호,제주특별자치도 제주시 명림로 384 (봉개동),,라헨느,2.02E+13,I,21:11.0,,163730.9574,-3963.560885,골프장,,,,,7506.48,,회원제,
59,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 오등동 산 57번지,제주특별자치도 제주시 선돌목동길 56-46 (오등동),,한라산,2.02E+13,I,21:11.0,,157819.8045,-5958.954812,골프장,,,,,6835.45,,회원제,
60,등록체육시설업,10_31_03_P,6500000,3.02E+14,20080924,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 상창리 2007번지,제주특별자치도 서귀포시 안덕면 한창로 365,,테디벨리,2.02E+13,U,40:00.0,,139211.0581,-22552.58972,골프장,,,,,5163.25,,회원제,
61,등록체육시설업,10_31_03_P,6500000,3.02E+14,20081008,,1,영업/정상,1,영업,,,,,,,,제주특별자치도 서귀포시 남원읍 수망리 산 1번지,제주특별자치도 서귀포시 남원읍 남조로 960,,부영 C.C,2.02E+13,I,21:11.0,,173217.3905,-15350.68591,골프장,,,,,8022.84,,없음,
62,등록체육시설업,10_31_03_P,6500000,3.02E+14,20081009,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 구좌읍 김녕리 산 157번지,제주특별자치도 제주시 구좌읍 선유로 445-55,,세인트포 C.C,2.02E+13,I,21:11.0,,175459.2457,2730.913246,골프장,,,,,12352.16,,회원제,
63,등록체육시설업,10_31_03_P,6500000,3.02E+14,20081021,,1,영업/정상,1,영업,,,,,,,,제주특별자치도 서귀포시 남원읍 수망리 산 191번지,제주특별자치도 서귀포시 남원읍 남조로 1105,,더클래식 골프&리조트,2.02E+13,I,21:11.0,,170360.5738,-14016.83179,골프장,,,,,8171,,없음,
64,등록체육시설업,10_31_03_P,6500000,3.02E+14,20081021,,1,영업/정상,1,영업,,,,,,,,제주특별자치도 서귀포시 상효동 산 26번지,제주특별자치도 서귀포시 산록남로 2914 (상효동),,우리들메디컬 골프리조트,2.02E+13,U,40:00.0,,161706.0372,-20568.43177,골프장,,,,,7594.72,,정규대중,주식회사 우리들리조트제주
65,등록체육시설업,10_31_03_P,6500000,3.02E+14,20091104,,1,영업/정상,1,영업,,,,,,,,제주특별자치도 제주시 조천읍 대흘리 산 38번지 1호,제주특별자치도 제주시 조천읍 번영로 1278-169,,에코랜드,2.02E+13,I,21:11.0,,169213.1244,-4204.745181,골프장,,,,,7773.19,,정규대중,
66,등록체육시설업,10_31_03_P,6500000,3.02E+14,20100219,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 남원읍 신흥리 산 30번지,제주특별자치도 서귀포시 남원읍 원님로399번길 319,,해비치호텔앤드리조트(주) 해비치컨트리클럽(대중제),2.02E+13,U,40:00.0,,174273.7053,-15208.89801,골프장,,,,,2013.8,,일반대중,
67,등록체육시설업,10_31_03_P,6500000,3.02E+14,20100219,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 남원읍 신흥리 산 30번지,제주특별자치도 서귀포시 남원읍 원님로399번길 319,,해비치호텔앤드리조트(주) 해비치컨트리클럽(회원제),2.02E+13,U,40:00.0,,174273.7053,-15208.89801,골프장,,,,10,2439,,회원제,
68,등록체육시설업,10_31_03_P,6500000,3.02E+14,20100920,,1,영업/정상,1,영업,,,,,,,,제주특별자치도 제주시 한림읍 금악리 산 32번지,제주특별자치도 제주시 한림읍 화전길 32,,아덴힐,2.02E+13,U,40:00.0,,,,골프장,,,,7,7888.32,0,회원제,그랑블제주 R&G
69,등록체육시설업,10_31_03_P,6500000,3.02E+14,20180328,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 서귀포시 안덕면 광평리 125번지 0호,제주특별자치도 서귀포시 안덕면 평화로 1241-0,,캐슬렉스제주GC,2.02E+13,U,40:00.0,,142508.1577,-17467.73528,골프장,,,,,5921.83,,없음,
70,등록체육시설업,10_31_03_P,6500000,3.02E+14,20110404,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 용강동 산 5번지,제주특별자치도 제주시 516로 2596-117 (용강동),,제주힐컨트리클럽,2.01E+13,I,21:11.0,,162927.3327,-6224.91265,골프장,,,,5,1782,,일반대중,
71,등록체육시설업,10_31_03_P,6500000,3.02E+14,20110921,,1,영업/정상,1,영업,,,,,648058581,,,제주특별자치도 서귀포시 남원읍 위미리 산 19번지,제주특별자치도 서귀포시 남원읍 서성로 459,,스프링데일 골프&리조트,2.02E+13,I,21:11.0,,167095.2332,-18657.11601,골프장,,,,4,7854.52,412,,
72,등록체육시설업,10_31_03_P,6500000,3.02E+14,20180328,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 구좌읍 김녕리 5160번지 2호 세인트포C.C,제주특별자치도 제주시 구좌읍 선유로 445-55 (세인트포C.C),,세인트포 C.C,2.02E+13,I,21:11.0,,175459.2457,2730.913246,골프장,,,,,12325.16,,없음,
73,등록체육시설업,10_31_03_P,6500000,3.02E+14,20180328,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 조천읍 북촌리 65번지 0호 크라운컨트리클럽,제주특별자치도 제주시 조천읍 북선로 125-0 (크라운컨트리클럽),,크라운CC,2.02E+13,U,40:00.0,,172109.1689,4518.496605,골프장,,,,,5654.59,,없음,
74,등록체육시설업,10_31_03_P,6480000,3.02E+14,20190402,,1,영업/정상,1,영업,,,,,,,,경상남도 밀양시 단장면 안법리 15번지 0호,경상남도 밀양시 단장면 안법1길 88-0,,밀양 노벨컨트리클럽,2.02E+13,I,20:18.0,,368510.7806,222408.9311,골프장,,,,,7479.63,,,
75,등록체육시설업,10_31_03_P,6420000,3.02E+14,20190516,,1,영업/정상,1,영업,,,,,,0,,강원도 평창군 대관령면 용산리 2번지 4호,,,용평리조트 대중골프장,2.02E+13,I,21:14.0,,,,골프장,,,0,0,16029.19,0,,
76,등록체육시설업,10_31_03_P,6410000,3.02E+14,20190808,,1,영업/정상,1,영업,,,,,,0,,경기도 여주시 북내면 중암리 110번지 0호,,,루트52CC,2.02E+13,U,40:00.0,,263801.3265,427965.3835,골프장,,,0,0,8369.09,0,정규대중,
77,등록체육시설업,10_31_03_P,6440000,3.02E+14,20190807,,1,영업/정상,1,영업,,,,,27870270,,,충청남도 논산시 연무읍 황화정리 100번지 0호,충청남도 논산시 연무읍 연무로 810-0,,아리스타 컨트리클럽,2.02E+13,U,40:00.0,,210549.0398,287249.7221,골프장,,,,0,3731.93,0,,
78,등록체육시설업,10_31_03_P,6420000,3.02E+14,20190719,,1,영업/정상,1,영업,,,,,,,,강원도 양양군 손양면 학포리 84번지 1호,,,설해원 골든비치 대중제 골프장,2.02E+13,U,40:00.0,,,,골프장,,,0,0,6367,0,,
79,등록체육시설업,10_31_03_P,6440000,3.02E+14,20081211,,1,영업/정상,1,영업,,,,,,0,,충청남도 부여군 은산면 나령리 274번지 1호,충청남도 부여군 은산면 충절로 3734-82,,백제컨트리클럽,2.02E+13,U,40:00.0,,181068.5767,316054.2789,골프장,,,,7,7693.2,0,정규대중,백제컨트리클럽(주)
80,등록체육시설업,10_31_03_P,6470000,3.02E+14,20191009,,1,영업/정상,1,영업,,,,,,,,경상북도 고령군 다산면 벌지리 58번지 0호 다산샤인힐컨트리클럽 1동,"경상북도 고령군 다산면 벌지로 175-115, 1동 (다산샤인힐컨트리클럽)",,다산 샤인힐 컨트리클럽,2.02E+13,U,40:00.0,,326775.3725,258513.7679,골프장,,,,1,5652.55,,,
81,등록체육시설업,10_31_03_P,6470000,3.02E+14,20191127,,1,영업/정상,1,영업,,,,,544200200,,,경상북도 김천시 구성면 송죽리 611번지 2호 다옴컨트리클럽,경상북도 김천시 구성면 남김천대로 2532-0 (다옴컨트리클럽),,포도컨트리클럽,2.02E+13,U,40:00.0,,295113,282935,골프장,,,,2,6371.78,,,
